Sample ID	Sample label (BioSample)	Sample label (BioArchive)	Sample label (ENA)	URL file	Campaign	Site label	Site number	Event	Device	Comment OBJECTIVE	Comment PLATFORM	Comment DEVICE REPORTED	Comment DESCRIPTION	URI	Date/Time	Latitude	Longitude	Date/Time 2	Latitude 2	Longitude 2	Depth	TZ	Local time	"Country, closest"	"Country, distance"	"BG province, closest, abbrev"	"BG province, closest, desc"	"BG province, distance"	"LME, closest, desc"	"LME, distance"	"Locality, site"	"Locality, region"	URL ref	Biome	purl_biome	Env feature	purl_feature	Material	purl_material	Protocol Label	Quantity	Container	Content	"Size-fraction, upper thresh"	"Size-fraction, lower thresh"	"Treatment, chemicals"	"Treatment, storage"	Temp	Sal	pH	[PO4]3-	[NO3]-	POC	[NO2]-	DOC	Plank nano/micro	PAR	Cond	PP C	OXYGEN	PON	Plank meso/macro	Bact prod C	DON	[NH4]+	Si(OH)4	Turbidity	Fluorometer	Chl a
OSD49_2014-06-21_2m_NPL022	SAMEA3275601	ABOKL74	ERS667619	https://www.ebi.ac.uk/ena/data/view/ERS667619	OSD-Jun-2014	OSD49	49	OSD49_20140621T0930Z	"Bottle, Niskin 5-L"	"This  sampling activity is also a part of a long-term time series data set  that is a part of an on-going water-quality monitoring program that  Marine Biology Station (NIB, Slovenia) has supported for more than 15  years."	research vessel	5L Niskin	Seawater sample collected at 2 m depth.	http://store.pangaea.de/Projects/OSD_2014/OSD49_20140621T0930Z.pdf	2014-06-21T09:30	45.325568	13.33189	2014-06-21T10:00	45.325568	13.33189	2	UTC+01	21-06-2014T10:30:00	HRV	16318	MEDI	"Westerlies - Mediterranean Sea, Black Sea Province"	0	Mediterranean Sea	0	Vida	Adriatic Sea	http://marineregions.org/gazetteer.php?p=details&id=3314	mediterranean sea biome	http://purl.obolibrary.org/obo/ENVO_01000047	sea	http://purl.obolibrary.org/obo/ENVO_00000016	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022	2;2;2;2;2	Sterivex	particulate matter on 0.22_m filter	No pre-filtration	0.22	None	-80	22	34	8.3	0.067	2.59		0.018															0.3
OSD94_2014-06-21_0m_NPL022	SAMEA3275555	ABOKM24	ERS667573	https://www.ebi.ac.uk/ena/data/view/ERS667573	OSD-Jun-2014	OSD94	94	OSD94_20140621T0930Z	"Bottle, unknown 5-L"	exploring diversity	ship	bottle 5L	water samples	http://store.pangaea.de/Projects/OSD_2014/OSD94_20140621T0930Z.pdf	2014-06-21T09:30	35.086353	-2.214658	2014-06-21T10:00	35.086353	-2.214658	0	UTC+01	21-06-2014T10:30:00	MAR	0	MEDI	"Westerlies - Mediterranean Sea, Black Sea Province"	0	Mediterranean Sea	0	Saidia Marina	Alboran Sea	http://marineregions.org/gazetteer.php?p=details&id=3324	mediterranean sea biome	http://purl.obolibrary.org/obo/ENVO_01000047	sea	http://purl.obolibrary.org/obo/ENVO_00000016	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022					0.22			23.6	31	8.01	0.27	0.15	1	0.02	252			51.37		7									0.54
OSD2_2014-06-20_0m_NPL022	SAMEA3275645	ABOKL97	ERS667667	https://www.ebi.ac.uk/ena/data/view/ERS667667	OSD-Jun-2014	OSD2	2	OSD2_20140620T1126Z	"Bottle, Niskin 5-L"	Our [OBJECTIVE is to contribute to the OSD dataset on marine microbial diversity and functions and possibly its analysis. We are particularly interested by the structure and fucntions of prokaryotic and eukaryotic communities and their in situ interactions.	RV Neomysis	5L Niskin bottle	clear water	http://store.pangaea.de/Projects/OSD_2014/OSD2_20140620T1126Z.pdf	2014-06-20T11:26	48.7778	-3.9375	2014-06-20T11:45	48.7778	-3.9375	0	UTC+01	20-06-2014T12:26:00	FRA	5401	NECS	Coastal - NE Atlantic Shelves Province	0	Celtic-Biscay Shelf	0	Roscoff - SOMLIT	English Channel	http://marineregions.org/gazetteer.php?p=details&id=2389	neritic epipelagic zone biome	http://purl.obolibrary.org/obo/ENVO_01000042	coastal water body	http://purl.obolibrary.org/obo/ENVO_02000049	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022	4;4;4;4;4;4	Sterivex	particulate matter on 0.22_m filter	No pre-filtration	0.22	None	-80	14.38	35.128	8.02	0.1	1.3	112.2	0.11			1362			282.7	14.3				0.58	0.9			1.22
OSD152_2014-06-20_10m_NPL022	SAMEA3275503	ABOKM09	ERS667512	https://www.ebi.ac.uk/ena/data/view/ERS667512	OSD-Jun-2014	OSD152	152	OSD152_20140620T1650Z	"Bottle, Niskin"	Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program	"dive vessel, Eastcom"	10L Niskin	10m - cast 2	http://store.pangaea.de/Projects/OSD_2014/OSD152_20140620T1650Z.pdf	2014-06-20T16:50	44.6936	-63.6403	2014-06-20T16:59	44.6936	-63.6403	10	UTC-04	20-06-2014T12:50:00	CAN	0	NWCS	Coastal - NW Atlantic Shelves Province	0	Scotian Shelf	0	Compass Buoy Station - Bedford Basin	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	neritic epipelagic zone biome	http://purl.obolibrary.org/obo/ENVO_01000042	natural harbor	http://purl.obolibrary.org/obo/ENVO_00000465	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022	2.156;1.45;1.875;2.1;3.2;3.2;2.1	Sterivex	particulate matter on 0.22_m filter	No pre-filtration	0.22	None	-80	8.5	30.1	8.2							2	3218		294								4.2	
OSD152_2014-06-20_1m_NPL022	SAMEA3275500	ABOKM06	ERS667509	https://www.ebi.ac.uk/ena/data/view/ERS667509	OSD-Jun-2014	OSD152	152	OSD152_20140620T1610Z	"Bottle, Niskin 10-L"	Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program	"dive vessel, Eastcom"	10L Niskin	1m - cast 2	http://store.pangaea.de/Projects/OSD_2014/OSD152_20140620T1610Z.pdf	2014-06-20T16:10	44.6936	-63.6403	2014-06-20T16:15	44.6936	-63.6403	1	UTC-04	20-06-2014T12:10:30	CAN	0	NWCS	Coastal - NW Atlantic Shelves Province	0	Scotian Shelf	0	Compass Buoy Station - Bedford Basin	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	neritic epipelagic zone biome	http://purl.obolibrary.org/obo/ENVO_01000042	natural harbor	http://purl.obolibrary.org/obo/ENVO_00000465	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022	2.060;2.2;2;2;2.050;2.195;2	Sterivex	particulate matter on 0.22_m filter	No pre-filtration	0.22	None	-80	12.8	28.9	8.2							2.58	3437		294								2.2	
OSD152_2014-06-20_5m_NPL022	SAMEA3275502	ABOKL96	ERS667511	https://www.ebi.ac.uk/ena/data/view/ERS667511	OSD-Jun-2014	OSD152	152	OSD152_20140620T1630Z	"Bottle, Niskin 10-L"	Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program	"dive vessel, Eastcom"	10L Niskin	5m - cast 2	http://store.pangaea.de/Projects/OSD_2014/OSD152_20140620T1630Z.pdf	2014-06-20T16:30	44.6936	-63.6403	2014-06-20T16:35	44.6936	-63.6403	5	UTC-04	20-06-2014T12:30:00	CAN	0	NWCS	Coastal - NW Atlantic Shelves Province	0	Scotian Shelf	0	Compass Buoy Station - Bedford Basin	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	neritic epipelagic zone biome	http://purl.obolibrary.org/obo/ENVO_01000042	natural harbor	http://purl.obolibrary.org/obo/ENVO_00000465	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022	1.650;1.7;1.7;1.8;1.8;1.4;2.5	Sterivex	particulate matter on 0.22_m filter	No pre-filtration	0.22	None	-80	10.8	29.8	8.2							2.33	3363		304								3.5	
OSD91_2014-06-21_2m_NPL022	SAMEA3275558	ABOKM18	ERS667576	https://www.ebi.ac.uk/ena/data/view/ERS667576	OSD-Jun-2014	OSD91	91	OSD91_20140621T1100Z	"Bottle, unknown 5-L"	Exploring diversity	ship	bottle 5L	water samples	http://store.pangaea.de/Projects/OSD_2014/OSD91_20140621T1100Z.pdf	2014-06-21T11:00	32.74675	-9.036667	2014-06-21T12:00	32.74675	-9.036667	2	UTC+00	21-06-2014T11:00:00	MAR	0	CNRY	Coastal - Canary Coastal Province (EACB)	0.005750083	Canary Current	328	Oualidiya	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	neritic mesopelagic zone biome	http://purl.obolibrary.org/obo/ENVO_01000043	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022					0.22			19	27.24	8.15		107.93		0.0001				39600		0.7						0.5	3		
OSD92_2014-06-21_2m_NPL022	SAMEA3275557	ABOKM67	ERS667575	https://www.ebi.ac.uk/ena/data/view/ERS667575	OSD-Jun-2014	OSD92	92	OSD92_20140621T1100Z	"Bottle, unknown 5-L"	Exploring diversity	ship	bottle 5L	water samples	http://store.pangaea.de/Projects/OSD_2014/OSD92_20140621T1100Z.pdf	2014-06-21T11:00	33.583917	-7.700639	2014-06-21T12:00	33.583917	-7.700639	2	UTC+00	21-06-2014T11:00:00	MAR	0	CNRY	Coastal - Canary Coastal Province (EACB)	0	Canary Current	0	Casablanca	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	neritic mesopelagic zone biome	http://purl.obolibrary.org/obo/ENVO_01000043	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022					0.22			24	30.75	8.15		105.01		0.0001				44700		0.78						0.5	3.75		
OSD93_2014-06-21_2m_NPL022	SAMEA3275556	ABOKM61	ERS667574	https://www.ebi.ac.uk/ena/data/view/ERS667574	OSD-Jun-2014	OSD93	93	OSD93_20140621T1100Z	"Bottle, unknown 5-L"	Exploring diversity	ship	bottle 5L	water samples	http://store.pangaea.de/Projects/OSD_2014/OSD93_20140621T1100Z.pdf	2014-06-21T11:00	33.259611	-8.499222	2014-06-21T12:00	33.259611	-8.499222	2	UTC+00	21-06-2014T11:00:00	MAR	49	CNRY	Coastal - Canary Coastal Province (EACB)	0	Canary Current	0	Eljadida	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	neritic mesopelagic zone biome	http://purl.obolibrary.org/obo/ENVO_01000043	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022					0.22			19	32.88	8.36		111.76		0.0001				478000		0.78						0.5	8.61		
OSD97_2014-06-21_0.5m_NPL022	SAMEA3275552	ABOKM14	ERS667570	https://www.ebi.ac.uk/ena/data/view/ERS667570	OSD-Jun-2014	OSD97	97	OSD97_20140621T1235Z	"Bucket, plastic"	"Water sampling for surface microbial community characterization in Faial-Pico channel, a highly dynamic region influenced by tides charactherized by semidiurnal periodocity with maximum values during falling sea level. SST varies from 16C (winter/spring months) to 24C (summer/autumn months) with 0,1mg/m3 Chla (summer /autumn months) to about 2mg/m3 (winter/spring months)"	Semi-Inflatable Vessel Pintado	bucket	30 L collected	http://store.pangaea.de/Projects/OSD_2014/OSD97_20140621T1235Z.pdf	2014-06-21T12:35	38.5297	-28.601778	2014-06-21T13:18	38.5297	-28.601778	0.5	UTC-01	21-06-2014T11:35:00	PRT	1623	NASE	Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)	0			Faial Azores	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	oceanic epipelagic zone biome	http://purl.obolibrary.org/obo/ENVO_01000035	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022					0.22			16.9	35.6	8.082																			
OSD35_2014-06-21_1m_NPL022	SAMEA3275615	ABOKM98	ERS667633	https://www.ebi.ac.uk/ena/data/view/ERS667633	OSD-Jun-2014	OSD35	35	OSD35_20140621T1701Z	"Bucket, plastic"	OSD Main Event Sampling	Oxford Lab Pier	YSI 6600 v2 datasonde	"Water sample collected via bucket, 6 filters sub-sampled"	http://store.pangaea.de/Projects/OSD_2014/OSD35_20140621T1701Z.pdf	2014-06-21T17:01	38.6792	-76.1742	2014-06-21T18:30	38.6792	-76.1742	1	UTC-05	21-06-2014T12:01:00	USA	0	NWCS	Coastal - NW Atlantic Shelves Province	0.004308465	Northeast U.S. Continental Shelf	0	Cheasapeake Bay	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	estuarine water	http://purl.obolibrary.org/obo/ENVO_01000301	NPL022	0.380;0.4;0.4;0.4;0.38;0.4	Sterivex	Particulate matter	No pre-filtration	0.22	None	-80	26.32	8.97	7.98								15.41		260.37							9		
OSD36_2014-06-21_0.5m_NPL022	SAMEA3275614	ABOKL75	ERS667632	https://www.ebi.ac.uk/ena/data/view/ERS667632	OSD-Jun-2014	OSD36	36	OSD36_20140621T1730Z	"Bucket, plastic"	Ocean Sampling Day 2014	Free-standing beach sample	Bucket	"Woodland Beach, free-standing sub-surface sample taken after wading in to a depth of ca. 1.2 m.  "	http://store.pangaea.de/Projects/OSD_2014/OSD36_20140621T1730Z.pdf	2014-06-21T17:30	39.3322	-75.4699	2014-06-21T18:30	39.3322	-75.4699	0.5	UTC-05	21-06-2014T12:30:00	USA	454	NWCS	Coastal - NW Atlantic Shelves Province	0.013477288	Northeast U.S. Continental Shelf	743	Delaware	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	estuarine water	http://purl.obolibrary.org/obo/ENVO_01000301	NPL022	0.15;0.125;0.125;0.150;0.133;0.14			No pre-filtration	0.22	None	-80	23.55	7.42									12.55		392.86									
OSD90_2014-06-21_2m_NPL022	SAMEA3275559	ABOKM74	ERS667577	https://www.ebi.ac.uk/ena/data/view/ERS667577	OSD-Jun-2014	OSD90	90	OSD90_20140621T0800Z	"Bottle, Niskin 5-L"	"Dataset on microbial diversity and function from a unique environment such as Etoliko Lagoon, Greece"	Research Vessel	5L Niskin Bottle	freshwater lake	http://store.pangaea.de/Projects/OSD_2014/OSD90_20140621T0800Z.pdf	2014-06-21T08:00	38.48435	21.31689	2014-06-21T11:00	38.48435	21.31689	2	UTC+02	21-06-2014T10:00:00	GRC	1083	MEDI	"Westerlies - Mediterranean Sea, Black Sea Province"	0.065876801	Mediterranean Sea	0	Etoliko Lagoon	Ionian Sea	http://marineregions.org/gazetteer.php?p=details&id=3351	freshwater lake biome	http://purl.obolibrary.org/obo/ENVO_01000252	freshwater lake	http://purl.obolibrary.org/obo/ENVO_00000021	fresh water	http://purl.obolibrary.org/obo/ENVO_00002011	NPL022	0.4;0.4;0.4;0.4;0.4	Sterivex	particulate matter on 0.22_m filter	No pre-filtration	0.22	None	-80	26.29	15.09	8.36	0.0116	0.016		0.0033											0.043		0.1		3.75
OSD10_2014-06-21_1m_NPL022	SAMEA3275636	ABOKM00	ERS667657	https://www.ebi.ac.uk/ena/data/view/ERS667657	OSD-Jun-2014	OSD10	10	OSD10_20140621T2050Z	"Bucket, plastic"	Collect surface water for OSD from a Laurentian Great Lake	RV Huron Explorer	20L carboy	Surface water samples from Lake Erie	http://store.pangaea.de/Projects/OSD_2014/OSD10_20140621T2050Z.pdf	2014-06-21T20:50	41.839834	-83.18995	2014-06-21T22:00	41.839834	-83.18995	1	UTC-05	21-06-2014T15:50:00	USA	11479						Lake Erie W4			Large lake biome	http://purl.obolibrary.org/obo/ENVO_00000891	freshwater lake	http://purl.obolibrary.org/obo/ENVO_00000021	fresh water	http://purl.obolibrary.org/obo/ENVO_00002011	NPL022	2.98;3.22;3;2.66;2.9;2.9	Sterivex	particulate matter on 0.22_m filter	No pre-filtration	0.22	None	-80	22.4	0.14	8.78								284											2.06
OSD114_2014-06-21_1m_NPL022	SAMEA3275535	ABOKL85	ERS667552	https://www.ebi.ac.uk/ena/data/view/ERS667552	OSD-Jun-2014	OSD114	114	OSD114_20140621T1005Z	"Bottle, Niskin 8-L"	"Water sampling for the Ocean Sampling Day 2014 and zooplankton sampling for the monitoring station of the time-series BERLENGAS-WATCH, the oceanographic observation programme of the Oceanography and Plankton Group of IPMA, with the collaboration of the Marine Resources Research Group (GIRM) of Polytechnic Institute of Leiria"	Vessel	Sterilized 8L-Niskin Bottle	Ocean Water sample	http://store.pangaea.de/Projects/OSD_2014/OSD114_20140621T1005Z.pdf	2014-06-21T10:05	34.41	-9.51	2014-06-21T10:30	34.41	-9.51	1	UTC+00	21-06-2014T10:05:00	MAR	156897	NASE	Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)	0	Canary Current	0	BerlengasWatch	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	mesotrophic water	http://purl.obolibrary.org/obo/ENVO_00002225	NPL022	3.35;3.35;3.35			No pre-filtration	0.22	None		18.5	33.57	8.14	0.1275	0.8675		0.02						8.33					1.305	1.6225			
OSD113_2014-06-21_39m_NPL022	SAMEA3282985	ABOKL76	ERS667553	https://www.ebi.ac.uk/ena/data/view/ERS667553	OSD-Jun-2014	OSD113	113	OSD113_20140621T1125Z	"Bottle, Niskin 8-L"	"Water sampling for the Ocean Sampling Day 2014 and zooplankton sampling for the monitoring station of the time-series CASCAIS-WATCH, the oceanographic observation programme of the Oceanography and Plankton Group of IPMA"	Research vessel	"Sterilized 8L-Niskin bottle, Seabird SBE 911p CTD"	Ocean water sample	http://store.pangaea.de/Projects/OSD_2014/OSD113_20140621T1125Z.pdf	2014-06-21T11:25	38.6667	-9.4367	2014-06-21T12:00	38.6667	-9.4367	39	UTC+00	21-06-2014T11:25:00	PRT	2464	CNRY	Coastal - Canary Coastal Province (EACB)	0	Iberian Coastal	0	CascaisWatch	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	pelagic isothermal surface	http://purl.obolibrary.org/obo/ENVO_01000080	mesotrophic water	http://purl.obolibrary.org/obo/ENVO_00002225	NPL022	2.48;2.2;1.95;2.2;2.25	Sterivex	Particulate matter	No pre-filtration	0.22	None	-80	18	35.27	8.5	0.65	1.4225		0.055											3.515	6.135			
OSD117_2014-06-21_0m_NPL022	SAMEA3275532	ABOKL92	ERS667549	https://www.ebi.ac.uk/ena/data/view/ERS667549	OSD-Jun-2014	OSD117	117	OSD117_20140621T1610Z	"Bucket, plastic 5-L"	"Water sampling for the Ocean Sampling Day, investigate ocean microbial diversity"	Beach/Intertidal zone structure	Sterilized 5L-Bucket	Ocean water sample	http://store.pangaea.de/Projects/OSD_2014/OSD117_20140621T1610Z.pdf	2014-06-21T16:10	37.167	-7.504	2014-06-21T16:40	37.167	-7.504	0	UTC+00	21-06-2014T16:10:00	PRT	0	CNRY	Coastal - Canary Coastal Province (EACB)	0	Iberian Coastal	0	S Iberian Atlantic - Tavira Beach	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	pelagic isothermal surface	http://purl.obolibrary.org/obo/ENVO_01000080	mesotrophic water	http://purl.obolibrary.org/obo/ENVO_00002225	NPL022	1.25;1;9.34;1.2;1.98	Sterivex	Particulate matter	No pre-filtration	0.22	None		23.64	37.93																				
OSD122_2014-06-22_0m_NPL022	SAMEA3275530	ABOKM54	ERS667544	https://www.ebi.ac.uk/ena/data/view/ERS667544	OSD-Jun-2014	OSD122	122	OSD122_20140622T0745Z	Water pump	Sampling for OSD	boat	pump	OSD3-06-14 St a1 eilat NPL022 1Surface	http://store.pangaea.de/Projects/OSD_2014/OSD122_20140622T0745Z.pdf	2014-06-22T07:45	29.4667	34.9291	2014-06-22T08:45	29.4667	34.9291	0	UTC+02	22-06-2014T09:45:00	ISR	3703	REDS	"Coastal - Red Sea, Persian Gulf Province"	0	Red Sea	0	Station A Gulf Of Eilat	Gulf of Aqaba	http://marineregions.org/gazetteer.php?p=details&id=4263	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	coastal inlet	http://purl.obolibrary.org/obo/ENVO_00000137	oligotrophic water	http://purl.obolibrary.org/obo/ENVO_00002223	NPL022	9.94;9.5;9.7;9.4;9.14;7.35;8.06;6.72	Sterivex	Particulate matter	No pre-filtration	0.22	None	-80	24	40.5			0.25		0.01												0.69		0.106	
OSD166_2014-06-21_0.5m_NPL022	SAMEA3275486	ABOKL84	ERS667495	https://www.ebi.ac.uk/ena/data/view/ERS667495	OSD-Jun-2014	OSD166	166	OSD166_20140621T0948Z	"Bucket, plastic 5-L"	"A water sample of 80 L was collected oofshore of the Town on Lemoiz (Armintza), site that has been estudied along the last 8 years by the Department of Microbiology of the University of the Basque Country, under the supervison of Juna Iriberri. Metagenome data will be uselful in the understanding of the functional data regarding the microbial community of the site accumulated periodically along the years."	"Commercial vessel , Crusoe Tresure underwater cellar"	5 L Bucket	Surface water Sample collected in Armintza. South Bay of Biscay	http://store.pangaea.de/Projects/OSD_2014/OSD166_20140621T1048Z.pdf	2014-06-21T09:48	43.2655	-2.89966	2014-06-21T09:58	43.43287	-2.90056	0.5	UTC+01	21-06-2014T10:48:00	ESP	0	CNRY	Coastal - Canary Coastal Province (EACB)	0.15324193			Armintza			marine pelagic biome	http://purl.obolibrary.org/obo/ENVO_01000023	pelagic isothermal surface	http://purl.obolibrary.org/obo/ENVO_01000080	oligotrophic water	http://purl.obolibrary.org/obo/ENVO_00002223	NPL022	4;4;4;4;4;4	Sterivex cartridge	particulate matter on 0.22_m filter	No pre-filtration	0.22	None	-80	17.88	35.05	8.1	2.79	95.15		0.03347				45.83											0.35
OSD132_2014-06-22_0.5m_NPL022	SAMEA3275519	ABOKL90	ERS667533	https://www.ebi.ac.uk/ena/data/view/ERS667533	OSD-Jun-2014	OSD132	132	OSD132_20140622T0845Z	Water pump	OSD sampling day	Beach	Plastic containers 5 L	Sampling for OSD	http://store.pangaea.de/Projects/OSD_2014/OSD132_20140622T0845Z.pdf	2014-06-22T08:45	32.0694	34.843	2014-06-22T09:00	32.0694	34.843	0.5	UTC+02	22-06-2014T10:45:00	ISR	0	MEDI	"Westerlies - Mediterranean Sea, Black Sea Province"	0.080743217	Mediterranean Sea	7736	Sdot YAM	Mediterranean Sea - Eastern Basin	http://marineregions.org/gazetteer.php?p=details&id=4280	mediterranean sea biome	http://purl.obolibrary.org/obo/ENVO_01000047	sea	http://purl.obolibrary.org/obo/ENVO_00000016	oligotrophic water	http://purl.obolibrary.org/obo/ENVO_00002223	NPL022	4;5;4.8;4;3.8;4	Sterivex	Particulate matter	No pre-filtration	0.22	None	-80	27.3	39.35	8.18		1.57		0.06												2.56			0.22
OSD5_2014-06-19_75m_NPL022	SAMEA3275639	ABOKM52	ERS667661	https://www.ebi.ac.uk/ena/data/view/ERS667661	OSD-Jun-2014	OSD5	5	OSD5_20140619T1100Z	"Bottle, Niskin"	Water Sampling for Prokaryotes	Research Vessel Alkyon	Niskin bottles	Water from the Deep Chlorophyll Maximum layer of the OSD5 station.	http://store.pangaea.de/Projects/OSD_2014/OSD5_20140619T1100Z.pdf	2014-06-19T11:00	35.661	24.99	2014-06-19T13:00	35.661	24.99	75	UTC+02	19-06-2014T13:00:00	GRC	25382	MEDI	"Westerlies - Mediterranean Sea, Black Sea Province"	0	Mediterranean Sea	0	Crete	Aegean Sea	http://marineregions.org/gazetteer.php?p=details&id=3315	oceanic epipelagic zone biome	http://purl.obolibrary.org/obo/ENVO_01000035	deep chlorophyll maximum layer	http://purl.obolibrary.org/obo/ENVO_01000326	oligotrophic water	http://purl.obolibrary.org/obo/ENVO_00002223	NPL022	15;8;4;15;15;16;13	Sterivex cartridge	Particulate matter	No pre-filtration	0.22	None	-80	16.87	39.23	8.2	0.27	0.34		0.03			41.662	49.58							0.38	0.74		0.6431	
OSD100_2014-06-22_1m_NPL022	SAMEA3275547	ABOKM19	ERS667565	https://www.ebi.ac.uk/ena/data/view/ERS667565	OSD-Jun-2014	OSD100	100	OSD100_20140622T0800Z	"Bottle, Niskin"	Water sampling for prokaryotes.	Research Vessel Alkyon	Niskin bottles	Surface and DCM water sample from the OSD100 station.	http://store.pangaea.de/Projects/OSD_2014/OSD100_20140622T0800Z.pdf	2014-06-22T08:00	35.35	25.29	2014-06-22T10:30	35.35	25.29	1	UTC+02	22-06-2014T10:00:00	GRC	1498	MEDI	"Westerlies - Mediterranean Sea, Black Sea Province"	0	Mediterranean Sea	0	Crete - GOS	Aegean Sea	http://marineregions.org/gazetteer.php?p=details&id=3315	oceanic epipelagic zone biome	http://purl.obolibrary.org/obo/ENVO_01000035	sea	http://purl.obolibrary.org/obo/ENVO_00000016	oligotrophic water	http://purl.obolibrary.org/obo/ENVO_00002223	NPL022	17.5;17;14;14;7	Sterivex cartridge	Particulate matter	No pre-filtration	0.22	None	-80	24.21	39.05	8.2	0.01	0.05	0	0.04			312.83	57.59							0.01	0.68		0.043	
OSD5_2014-06-19_1m_NPL022	SAMEA3275640	ABOKL71	ERS667662	https://www.ebi.ac.uk/ena/data/view/ERS667662	OSD-Jun-2014	OSD5	5	OSD5_20140619T0515Z	"Bottle, Niskin"	Water sampling for Prokaryotes.	Research Vessel Alkyon	Niskin bottles	Surface water sampling of the OSD5 station.	http://store.pangaea.de/Projects/OSD_2014/OSD5_20140619T0515Z.pdf	2014-06-19T05:15	35.661	24.99	2014-06-19T11:15	35.661	24.99	1	UTC+02	19-06-2014T07:15:00	GRC	25382	MEDI	"Westerlies - Mediterranean Sea, Black Sea Province"	0	Mediterranean Sea	0	Crete	Aegean Sea	http://marineregions.org/gazetteer.php?p=details&id=3315	oceanic epipelagic zone biome	http://purl.obolibrary.org/obo/ENVO_01000035	sea	http://purl.obolibrary.org/obo/ENVO_00000016	oligotrophic water	http://purl.obolibrary.org/obo/ENVO_00002223	NPL022	20;20;20;20;13	Sterivex cartridge	Particulate matter	No pre-filtration	0.22	None	-80	24.46	39.29	8.2	0.07	0.17		0.04			1217.4	58.14							0.38	0.47		-0.1116	
OSD164_2014-06-13_2m_NPL022	SAMEA3340641	ABOKM47	ERS702154	https://www.ebi.ac.uk/ena/data/view/ERS702154	OSD-Jun-2014	OSD164	164	OSD164_20140613T1000Z	"Bucket, plastic"	Not reported	boat	bucket	Not reported	http://store.pangaea.de/Projects/OSD_2014/OSD164_20140613T1000Z.pdf	2014-06-13T10:00	60.14333	-1.2825	2014-06-13T10:00	60.14333	-1.2825	2	UTC+00	13-06-2014T10:00:00	GBR	0	SARC	Polar - Atlantic Subarctic Province	0	North Sea	363	Scalloway	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	saline water	http://purl.obolibrary.org/obo/ENVO_00002010	NPL022		Sterivex	Particulate matter	No pre-filtration	0.22	None	-20	12.2	35.1354																				
