SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Depth, top/min"	"Depth, bottom/max"	"Size fraction, lower threshold"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	File name	Distance	Duration(ISO)	Number of observations	Nitrite_min	Nitrite_first_quartile	Nitrite_median	Nitrite_third_quartile	Nitrite_max	Phosphate_min	Phosphate_first_quartile	Phosphate_median	Phosphate_third_quartile	Phosphate_max	Nitrate and Nitrite_min	Nitrate and Nitrite_first_quartile	Nitrate and Nitrite_median	Nitrate and Nitrite_third_quartile	Nitrate and Nitrite_max	Silicate_min	Silicate_first_quartile	Silicate_median	Silicate_third_quartile	Silicate_max
TARA_X000000567	SAMEA2619456	ERS488005	TARA_005	TARA_20090920T1754Z_005_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	68	63	73	0.8	5	TARA_005_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20090920T1754Z_005_EVENT_PUMP_DCM_(68m)_SEQ-(100L-or-15min)_W0.8-5_X000000567	"tara_20090920t1558z_005_event_cast,tara_20090921t1205z_006_event_cast"	10.4563-61.6472	P00DT01H55M	1	0.3805	0.3805	0.3805	0.3805	0.3805	0.078	0.078	0.078	0.078	0.078	1.8925	1.8925	1.8925	1.8925	1.8925	1.146	1.146	1.146	1.146	1.146
TARA_X000000488	SAMEA2619443	ERS487982	TARA_005	TARA_20090920T1045Z_005_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	9	3	15	0.8	5	TARA_005_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20090920T1045Z_005_EVENT_PUMP_SRF_(9m)_SEQ-(100L-or-15min)_W0.8-5_X000000488	"tara_20090920t1558z_005_event_cast,tara_20090921t1205z_006_event_cast"	4.8096-73.5122	P00DT05H13M	5	0.0055	0.0095	0.0215	0.031625	0.035	0.06225	0.065	0.0925	0.151312	0.1645	0.1685	0.21225	0.3435	2.5785	3.3235	0.47775	0.58025	0.891375	1.2235	1.333
TARA_N000000202	SAMEA2620505	ERS489453	TARA_051	TARA_20100511T0342Z_051_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_051_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20100511T0342Z_051_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000000202	"tara_20100511t0350z_051_event_cast,tara_20100511t0915z_051_event_cast"	0.39513-2.754	P00DT00H07M	1	0	0	0	0	0	0.07325	0.07325	0.07325	0.07325	0.07325	0.138	0.138	0.138	0.138	0.138	1.8665	1.8665	1.8665	1.8665	1.8665
TARA_N000000278	SAMEA2620396	ERS489303	TARA_047	TARA_20100416T0442Z_047_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	20	TARA_047_SRF_0.8-20	SEQ-(100L-or-15min)_W0.8-20	TARA_20100416T0442Z_047_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-20_N000000278	tara_20100416t0444z_047_event_cast	0.003704	P00DT00H01M	1	0.001	0.001	0.001	0.001	0.001	0.093	0.093	0.093	0.093	0.093	0.018	0.018	0.018	0.018	0.018	2.284	2.284	2.284	2.284	2.284
TARA_N000000267	SAMEA2620378	ERS489279	TARA_046	TARA_20100415T0201Z_046_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_046_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100415T0201Z_046_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000000267	tara_20100415t0240z_046_event_cast	0.006677	P00DT00H37M	2	0.004	0.004	0.0045	0.005	0.005	0.099	0.099	0.102	0.105	0.105	0.045	0.045	0.047	0.049	0.049	1.935	1.935	1.947	1.959	1.959
TARA_N000000006	SAMEA2620071	ERS488885	TARA_039	TARA_20100318T0427Z_039_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_039_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100318T0427Z_039_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000000006	"tara_20100318t0441z_039_event_cast,tara_20100318t0956z_039_event_cast"	9.9009-14.5118	P00DT00H14M	2	0.005	0.005	0.0065	0.008	0.008	0.233	0.233	0.2335	0.234	0.234	0.034	0.034	0.0425	0.051	0.051	1.435	1.435	1.515	1.595	1.595
TARA_N000001045	SAMEA2621563	ERS491122	TARA_085	TARA_20110107T1041Z_085_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	790	782	800	3	3	TARA_085_MES_3->	SEQ-(100L-or-15min)_W>3	TARA_20110107T1041Z_085_Combined-EVENTS_CAST_MES_(790m)_SEQ-(100L-or-15min)_W>3_N000001045	"tara_20110106t1718z_085_event_cast,tara_20110106t1030z_085_event_cast"	7.5766-27.1732	P00DT17H23M	1	0.018	0.018	0.018	0.018	0.018	2.614	2.614	2.614	2.614	2.614	36.37	36.37	36.37	36.37	36.37	83.35	83.35	83.35	83.35	83.35
TARA_N000001044	SAMEA2621562	ERS491121	TARA_085	TARA_20110107T1041Z_085_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	790	782	800	0.8	3	TARA_085_MES_0.8-3	SEQ-(100L-or-15min)_W0.8-3	TARA_20110107T1041Z_085_Combined-EVENTS_CAST_MES_(790m)_SEQ-(100L-or-15min)_W0.8-3_N000001044	"tara_20110106t1718z_085_event_cast,tara_20110106t1030z_085_event_cast"	7.5766-27.1732	P00DT17H23M	1	0.018	0.018	0.018	0.018	0.018	2.614	2.614	2.614	2.614	2.614	36.37	36.37	36.37	36.37	36.37	83.35	83.35	83.35	83.35	83.35
TARA_N000001019	SAMEA2732536	ERS491081	TARA_085	TARA_20110106T1825Z_085_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	90	88	92	20	180	TARA_085_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110106T1825Z_085_EVENT_NET_DCM_(90m)_SEQ-(500mL-or-15min)_N20-180_N000001019	"tara_20110106t1718z_085_event_cast,tara_20110106t1030z_085_event_cast"	2.2219-24.2835	P00DT01H09M	3	0.06	0.06	0.06	0.0615	0.062	2.281	2.288	2.309	2.32175	2.326	30.44	30.58	31	31.33	31.44	77.13	78.3025	81.82	82.6975	82.99
TARA_N000001017	SAMEA2732415	ERS491073	TARA_085	TARA_20110106T1529Z_085_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_085_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110106T1529Z_085_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001017	"tara_20110106t1718z_085_event_cast,tara_20110106t1030z_085_event_cast"	6.2501-16.0282	P00DT01H46M	2	0.104	0.104	0.1055	0.107	0.107	2.1	2.1	2.1055	2.111	2.111	28.5	28.5	28.64	28.78	28.78	79.52	79.52	80.55	81.58	81.58
TARA_N000001389	SAMEA2621439	ERS490944	TARA_082	TARA_20101206T1858Z_082_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	0.8	5	TARA_082_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20101206T1858Z_082_EVENT_PUMP_DCM_(40m)_SEQ-(100L-or-15min)_W0.8-5_N000001389	"tara_20101206t1639z_082_event_cast,tara_20101206t1026z_082_event_cast"	8.775-26.5207	P00DT02H20M	2	0.102	0.102	0.1185	0.135	0.135	1.296	1.296	1.356	1.416	1.416	17.98	17.98	18.525	19.07	19.07	2.244	2.244	2.661	3.078	3.078
TARA_N000001505	SAMEA2621299	ERS490726	TARA_078	TARA_20101105T1235Z_078_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	798	802	3	3	TARA_078_MES_3->	SEQ-(100L-or-15min)_W>3	TARA_20101105T1235Z_078_Combined-EVENTS_CAST_MES_(800m)_SEQ-(100L-or-15min)_W>3_N000001505	"tara_20101104t1708z_078_event_cast,tara_20101104t1024z_078_event_cast"	1.0054-3.2038	P00DT19H26M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001504	SAMEA2621298	ERS490725	TARA_078	TARA_20101105T1235Z_078_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	798	802	0.8	3	TARA_078_MES_0.8-3	SEQ-(100L-or-15min)_W0.8-3	TARA_20101105T1235Z_078_Combined-EVENTS_CAST_MES_(800m)_SEQ-(100L-or-15min)_W0.8-3_N000001504	"tara_20101104t1708z_078_event_cast,tara_20101104t1024z_078_event_cast"	1.0054-3.2038	P00DT19H26M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000000916	SAMEA2621246	ERS490647	TARA_076	TARA_20101017T0905Z_076_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	798	802	3	3	TARA_076_MES_3->	SEQ-(100L-or-15min)_W>3	TARA_20101017T0905Z_076_Combined-EVENTS_CAST_MES_(800m)_SEQ-(100L-or-15min)_W>3_N000000916	"tara_20101016t1415z_076_event_cast,tara_20101016t1009z_076_event_cast"	1.9965-16.5492	P00DT18H51M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000000915	SAMEA2621245	ERS490646	TARA_076	TARA_20101017T0905Z_076_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	798	802	0.8	3	TARA_076_MES_0.8-3	SEQ-(100L-or-15min)_W0.8-3	TARA_20101017T0905Z_076_Combined-EVENTS_CAST_MES_(800m)_SEQ-(100L-or-15min)_W0.8-3_N000000915	"tara_20101016t1415z_076_event_cast,tara_20101016t1009z_076_event_cast"	1.9965-16.5492	P00DT18H51M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000000848	SAMEA2621190	ERS490521	TARA_072	TARA_20101006T0759Z_072_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	798	802	3	3	TARA_072_MES_3->	SEQ-(100L-or-15min)_W>3	TARA_20101006T0759Z_072_Combined-EVENTS_CAST_MES_(800m)_SEQ-(100L-or-15min)_W>3_N000000848	"tara_20101005t1244z_072_event_cast,tara_20101005t0810z_072_event_cast"	2.6747-11.3918	P00DT19H15M	1	0.007	0.007	0.007	0.007	0.007	2.618	2.618	2.618	2.618	2.618	36.98	36.98	36.98	36.98	36.98	34.44	34.44	34.44	34.44	34.44
TARA_N000000847	SAMEA2621189	ERS490520	TARA_072	TARA_20101006T0759Z_072_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	798	802	0.8	3	TARA_072_MES_0.8-3	SEQ-(100L-or-15min)_W0.8-3	TARA_20101006T0759Z_072_Combined-EVENTS_CAST_MES_(800m)_SEQ-(100L-or-15min)_W0.8-3_N000000847	"tara_20101005t1244z_072_event_cast,tara_20101005t0810z_072_event_cast"	2.6747-11.3918	P00DT19H15M	1	0.007	0.007	0.007	0.007	0.007	2.618	2.618	2.618	2.618	2.618	36.98	36.98	36.98	36.98	36.98	34.44	34.44	34.44	34.44	34.44
TARA_N000000670	SAMEA2621106	ERS490387	TARA_070	TARA_20100922T0637Z_070_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	785	812	3	3	TARA_070_MES_3->	SEQ-(100L-or-15min)_W>3	TARA_20100922T0637Z_070_Combined-EVENTS_CAST_MES_(800m)_SEQ-(100L-or-15min)_W>3_N000000670	"tara_20100921t1158z_070_event_cast,tara_20100921t0707z_070_event_cast,tara_20100922t1033z_070_event_cast"	1.2796-4.7985	P00DT00H00M	1	0.01	0.01	0.01	0.01	0.01	2.522	2.522	2.522	2.522	2.522	36.73	36.73	36.73	36.73	36.73	44.86	44.86	44.86	44.86	44.86
TARA_N000000669	SAMEA2621105	ERS490386	TARA_070	TARA_20100922T0637Z_070_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	785	812	0.8	3	TARA_070_MES_0.8-3	SEQ-(100L-or-15min)_W0.8-3	TARA_20100922T0637Z_070_Combined-EVENTS_CAST_MES_(800m)_SEQ-(100L-or-15min)_W0.8-3_N000000669	"tara_20100921t1158z_070_event_cast,tara_20100921t0707z_070_event_cast,tara_20100922t1033z_070_event_cast"	1.2796-4.7985	P00DT00H00M	1	0.01	0.01	0.01	0.01	0.01	2.522	2.522	2.522	2.522	2.522	36.73	36.73	36.73	36.73	36.73	44.86	44.86	44.86	44.86	44.86
TARA_N000000728	SAMEA2621048	ERS490307	TARA_068	TARA_20100914T1330Z_068_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	0.8	5	TARA_068_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100914T1330Z_068_EVENT_PUMP_DCM_(50m)_SEQ-(100L-or-15min)_W0.8-5_N000000728	"tara_20100913t1857z_068_event_cast,tara_20100913t1708z_068_event_cast,tara_20100913t1303z_068_event_cast"	1.3691-4.2337	P00DT18H33M	1	0.285	0.285	0.285	0.285	0.285	0.227	0.227	0.227	0.227	0.227	1.08	1.08	1.08	1.08	1.08	2.436	2.436	2.436	2.436	2.436
TARA_N000000714	SAMEA2621007	ERS490242	TARA_068	TARA_20100913T1303Z_068_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	700	696	705	3	3	TARA_068_MES_3->	SEQ-(100L-or-15min)_W>3	TARA_20100913T1303Z_068_Combined-EVENTS_CAST_MES_(700m)_SEQ-(100L-or-15min)_W>3_N000000714	"tara_20100913t1303z_068_event_cast,tara_20100913t1708z_068_event_cast,tara_20100913t1857z_068_event_cast"	0.003174-4.6938	P00DT00H00M	1	0.003	0.003	0.003	0.003	0.003	1.529	1.529	1.529	1.529	1.529	22.08	22.08	22.08	22.08	22.08	12.08	12.08	12.08	12.08	12.08
TARA_N000000713	SAMEA2621006	ERS490241	TARA_068	TARA_20100913T1303Z_068_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	700	696	705	0.8	3	TARA_068_MES_0.8-3	SEQ-(100L-or-15min)_W0.8-3	TARA_20100913T1303Z_068_Combined-EVENTS_CAST_MES_(700m)_SEQ-(100L-or-15min)_W0.8-3_N000000713	"tara_20100913t1303z_068_event_cast,tara_20100913t1708z_068_event_cast,tara_20100913t1857z_068_event_cast"	0.003174-4.6938	P00DT00H00M	1	0.003	0.003	0.003	0.003	0.003	1.529	1.529	1.529	1.529	1.529	22.08	22.08	22.08	22.08	22.08	12.08	12.08	12.08	12.08	12.08
TARA_N000000987	SAMEA2620888	ERS490071	TARA_065	TARA_20100712T0650Z_065_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	850	800	900	0.8	0.8	TARA_065_MES_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20100712T0650Z_065_Combined-EVENTS_CAST_MES_(850m)_SEQ-(100L-or-15min)_W>0.8_N000000987	tara_20100715t1939z_066_event_cast	748.6811	P03DT12H50M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000000931	SAMEA2620822	ERS489994	TARA_064	TARA_20100707T1217Z_064_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	1000	998	1002	0.8	0.8	TARA_064_MES_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20100707T1217Z_064_Combined-EVENTS_CAST_MES_(1000m)_SEQ-(100L-or-15min)_W>0.8_N000000931	"tara_20100707t0919z_064_event_cast,tara_20100707t0455z_064_event_cast"	1.3181-2.9615	P00DT02H58M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000000930	SAMEA2620821	ERS489993	TARA_064	TARA_20100707T1217Z_064_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	1000	998	1002	0.8	0.8	TARA_064_MES_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20100707T1217Z_064_Combined-EVENTS_CAST_MES_(1000m)_SEQ-(100L-or-15min)_W>0.8_N000000930	"tara_20100707t0919z_064_event_cast,tara_20100707t0455z_064_event_cast"	1.3181-2.9615	P00DT02H58M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_A100000700	SAMEA2661639	ERS506046	TARA_022	TARA_20091116T0937Z_022_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	60	58	62	180	2000	TARA_022_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20091116T0937Z_022_EVENT_NET_DCM_(60m)_SEQ-(500mL-or-15min)_N180-2000_A100000700	tara_20091116t1332z_022_event_cast	5.3582	P00DT03H48M	1	0.1298	0.1298	0.1298	0.1298	0.1298	0.01065	0.01065	0.01065	0.01065	0.01065	0.2935	0.2935	0.2935	0.2935	0.2935	NA	NA	NA	NA	NA
TARA_N000002081	SAMEA2622846	ERS492935	TARA_125	TARA_20110809T1708Z_125_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	140	138	142	0.8	5	TARA_125_MIX_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20110809T1708Z_125_Combined-EVENTS_CAST_MIX_(140m)_SEQ-(100L-or-15min)_W0.8-5_N000002081	"tara_20110808t2118z_125_event_cast,tara_20110808t1739z_125_event_cast"	1.7355-7.41	P00DT19H48M	2	0.045	0.045	0.05475	0.0645	0.0645	0.55825	0.55825	0.566	0.57375	0.57375	3.153	3.153	3.47525	3.7975	3.7975	1.15125	1.15125	1.24575	1.34025	1.34025
TARA_N000002021	SAMEA2656982	ERS492912	TARA_125	TARA_20110808T2343Z_125_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_125_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20110808T2343Z_125_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000002021	"tara_20110808t2118z_125_event_cast,tara_20110808t1739z_125_event_cast"	0.30032-6.6029	P00DT02H26M	1	0.1945	0.1945	0.1945	0.1945	0.1945	0.55725	0.55725	0.55725	0.55725	0.55725	3.7335	3.7335	3.7335	3.7335	3.7335	1.80475	1.80475	1.80475	1.80475	1.80475
TARA_N000002024	SAMEA2657032	ERS492909	TARA_125	TARA_20110808T2150Z_125_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_125_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110808T2150Z_125_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000002024	"tara_20110808t2118z_125_event_cast,tara_20110808t1739z_125_event_cast"	2.5733-8.335	P00DT00H33M	1	0.1945	0.1945	0.1945	0.1945	0.1945	0.55725	0.55725	0.55725	0.55725	0.55725	3.7335	3.7335	3.7335	3.7335	3.7335	1.80475	1.80475	1.80475	1.80475	1.80475
TARA_N000002025	SAMEA2657071	ERS492904	TARA_125	TARA_20110808T2016Z_125_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_125_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110808T2016Z_125_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000002025	"tara_20110808t2118z_125_event_cast,tara_20110808t1739z_125_event_cast"	2.9417-8.8993	P00DT01H00M	1	0.1945	0.1945	0.1945	0.1945	0.1945	0.55725	0.55725	0.55725	0.55725	0.55725	3.7335	3.7335	3.7335	3.7335	3.7335	1.80475	1.80475	1.80475	1.80475	1.80475
TARA_N000002019	SAMEA2622826	ERS492897	TARA_125	TARA_20110808T1733Z_125_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_125_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20110808T1733Z_125_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000002019	"tara_20110808t1739z_125_event_cast,tara_20110808t2118z_125_event_cast"	0.004131-6.7594	P00DT00H05M	1	0.1945	0.1945	0.1945	0.1945	0.1945	0.55725	0.55725	0.55725	0.55725	0.55725	3.7335	3.7335	3.7335	3.7335	3.7335	1.80475	1.80475	1.80475	1.80475	1.80475
TARA_N000002017	SAMEA2622824	ERS492895	TARA_125	TARA_20110808T1733Z_125_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	0.8	TARA_125_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110808T1733Z_125_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000002017	"tara_20110808t1739z_125_event_cast,tara_20110808t2118z_125_event_cast"	0.004131-6.7594	P00DT00H05M	1	0.1945	0.1945	0.1945	0.1945	0.1945	0.55725	0.55725	0.55725	0.55725	0.55725	3.7335	3.7335	3.7335	3.7335	3.7335	1.80475	1.80475	1.80475	1.80475	1.80475
TARA_N000002063	SAMEA2622804	ERS492871	TARA_124	TARA_20110805T1733Z_124_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	120	118	122	0.8	5	TARA_124_MIX_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20110805T1733Z_124_Combined-EVENTS_CAST_MIX_(120m)_SEQ-(100L-or-15min)_W0.8-5_N000002063	"tara_20110805t0045z_124_event_cast,tara_20110804t1836z_124_event_cast"	12.1418-14.7404	P00DT16H47M	2	0.353	0.353	0.3535	0.354	0.354	0.48575	0.48575	0.4885	0.49125	0.49125	1.1845	1.1845	1.19925	1.214	1.214	1.46775	1.46775	1.469	1.47025	1.47025
TARA_N000002041	SAMEA2657085	ERS492852	TARA_124	TARA_20110805T0113Z_124_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_124_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110805T0113Z_124_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000002041	"tara_20110805t0045z_124_event_cast,tara_20110804t1836z_124_event_cast"	1.2664-2.8672	P00DT00H29M	2	0.161	0.161	0.1665	0.172	0.172	0.62975	0.62975	0.63025	0.63075	0.63075	6.1755	6.1755	6.2015	6.2275	6.2275	2.51675	2.51675	2.53325	2.54975	2.54975
TARA_N000002043	SAMEA2656986	ERS492846	TARA_124	TARA_20110804T2127Z_124_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_124_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110804T2127Z_124_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000002043	"tara_20110804t1836z_124_event_cast,tara_20110805t0045z_124_event_cast"	0.85377-2.9954	P00DT02H52M	2	0.161	0.161	0.1665	0.172	0.172	0.62975	0.62975	0.63025	0.63075	0.63075	6.1755	6.1755	6.2015	6.2275	6.2275	2.51675	2.51675	2.53325	2.54975	2.54975
TARA_N000002039	SAMEA2622774	ERS492829	TARA_124	TARA_20110804T1833Z_124_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_124_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20110804T1833Z_124_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000002039	"tara_20110804t1836z_124_event_cast,tara_20110805t0045z_124_event_cast"	0.42481-3.5601	P00DT00H01M	2	0.161	0.161	0.1665	0.172	0.172	0.62975	0.62975	0.63025	0.63075	0.63075	6.1755	6.1755	6.2015	6.2275	6.2275	2.51675	2.51675	2.53325	2.54975	2.54975
TARA_N000002037	SAMEA2622770	ERS492825	TARA_124	TARA_20110804T1833Z_124_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_124_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20110804T1833Z_124_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000002037	"tara_20110804t1836z_124_event_cast,tara_20110805t0045z_124_event_cast"	0.42481-3.5601	P00DT00H01M	2	0.161	0.161	0.1665	0.172	0.172	0.62975	0.62975	0.63025	0.63075	0.63075	6.1755	6.1755	6.2015	6.2275	6.2275	2.51675	2.51675	2.53325	2.54975	2.54975
TARA_N000002036	SAMEA2622769	ERS492824	TARA_124	TARA_20110804T1833Z_124_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	0.8	TARA_124_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110804T1833Z_124_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000002036	"tara_20110804t1836z_124_event_cast,tara_20110805t0045z_124_event_cast"	0.42481-3.5601	P00DT00H01M	2	0.161	0.161	0.1665	0.172	0.172	0.62975	0.62975	0.63025	0.63075	0.63075	6.1755	6.1755	6.2015	6.2275	6.2275	2.51675	2.51675	2.53325	2.54975	2.54975
TARA_N000002223	SAMEA2622766	ERS492821	TARA_124	TARA_20110805T0618Z_124_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_124_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110805T0618Z_124_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_N000002223	"tara_20110805t0045z_124_event_cast,tara_20110804t1836z_124_event_cast"	14.6775-17.5505	P00DT05H34M	2	0.161	0.161	0.1665	0.172	0.172	0.62975	0.62975	0.63025	0.63075	0.63075	6.1755	6.1755	6.2015	6.2275	6.2275	2.51675	2.51675	2.53325	2.54975	2.54975
TARA_N000002000	SAMEA2622744	ERS492789	TARA_123	TARA_20110801T1755Z_123_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	150	148	152	0.8	5	TARA_123_MIX_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20110801T1755Z_123_Combined-EVENTS_CAST_MIX_(150m)_SEQ-(100L-or-15min)_W0.8-5_N000002000	"tara_20110731t2007z_123_event_cast,tara_20110731t1725z_123_event_cast"	0.48628-0.95491	P00DT21H45M	2	1.46575	1.46575	1.46875	1.47175	1.47175	0.65945	0.65945	0.6607	0.66195	0.66195	5.4315	5.4315	5.44175	5.452	5.452	1.177	1.177	1.18375	1.1905	1.1905
