SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Depth, top/min"	"Depth, bottom/max"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	File name	Distance	Duration(ISO)	Number of observations	Nitrite	Nitrite_1	Nitrite_2	Nitrite_3	Nitrite_4	Phosphate	Phosphate_1	Phosphate_2	Phosphate_3	Phosphate_4	Nitrate and Nitrite	Nitrate and Nitrite_1	Nitrate and Nitrite_2	Nitrate and Nitrite_3	Nitrate and Nitrite_4	Silicate	Silicate_1	Silicate_2	Silicate_3	Silicate_4
TARA_A100001392	SAMEA2619815	ERS488558	TARA_031	TARA_20100109T0715Z_031_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_031_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100109T0715Z_031_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_A100001392	tara_20100109t1003z_031_event_cast	3.2598	P00DT02H47M	2	0.005	0.005	0.00925	0.0135	0.0135	0.001	0.001	0.01225	0.0235	0.0235	0.03	0.03	0.036	0.042	0.042	0.8165	0.8165	0.8825	0.9485	0.9485
TARA_E500000306	SAMEA2619791	ERS488518	TARA_025	TARA_20091123T1352Z_025_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	0.22	TARA_025_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20091123T1352Z_025_EVENT_PUMP_DCM_(50m)_SEQ-(FeCl3)_W<0.22_E500000306	tara_20091123t1242z_025_event_cast	1.9377	P00DT01H11M	2	0.1055	0.1055	0.1055	0.1055	0.1055	NA	NA	NA	NA	NA	0.3595	0.3595	0.3595	0.3595	0.3595	1.354	1.354	1.354	1.354	1.354
TARA_E500000318	SAMEA2619779	ERS488499	TARA_025	TARA_20091123T0912Z_025_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_025_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20091123T0912Z_025_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_E500000318	tara_20091123t1242z_025_event_cast	2.3494	P00DT03H28M	2	0.004	0.004	0.00425	0.0045	0.0045	0.004	0.004	0.00525	0.0065	0.0065	0.0255	0.0255	0.03525	0.045	0.045	1.047	1.047	1.0505	1.054	1.054
TARA_S200002703	SAMEA2619747	ERS488448	TARA_022	TARA_20091116T0816Z_022_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_022_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20091116T0816Z_022_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_S200002703	tara_20091116t1332z_022_event_cast	2.898	P00DT05H09M	2	0.06365	0.06365	0.070975	0.0783	0.0783	0.0098	0.0098	0.0133	0.0168	0.0168	0.2205	0.2205	0.23125	0.242	0.242	1.9618	1.9618	1.9913	2.0208	2.0208
TARA_A100000172	SAMEA2619686	ERS488354	TARA_018	TARA_20091102T1407Z_018_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	60	58	62	0.22	TARA_018_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20091102T1407Z_018_EVENT_PUMP_DCM_(60m)_SEQ-(FeCl3)_W<0.22_A100000172	tara_20091102t1245z_018_event_cast	2.3586	P00DT01H23M	2	0.0253	0.0253	0.0263	0.0273	0.0273	0.0131	0.0131	0.0131	0.0131	0.0131	0.038	0.038	0.038	0.038	0.038	0.5426	0.5426	0.58135	0.6201	0.6201
TARA_A100000171	SAMEA2619677	ERS488340	TARA_018	TARA_20091102T0813Z_018_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_018_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20091102T0813Z_018_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_A100000171	tara_20091102t1245z_018_event_cast	0.50376	P00DT04H30M	1	0.01833	0.01833	0.01833	0.01833	0.01833	0.0256	0.0256	0.0256	0.0256	0.0256	0.118	0.118	0.118	0.118	0.118	0.5571	0.5571	0.5571	0.5571	0.5571
TARA_A100001374	SAMEA2591132	ERS478052	TARA_030	TARA_20091215T1512Z_030_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	70	66	75	0.22	TARA_030_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20091215T1512Z_030_Combined-EVENTS_CAST_DCM_(70m)_SEQ-(FeCl3)_W<0.22_A100001374	tara_20091215t1339z_030_event_cast	1.3651	P00DT01H46M	3	0	0.00125	0.005	0.0065	0.007	0	0	0	0.0015	0.002	NA	NA	NA	NA	NA	0.6075	0.622	0.6655	0.7495	0.7775
TARA_E500000082	SAMEA2591107	ERS478007	TARA_023	TARA_20091118T1240Z_023_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	55	53	57	0.22	TARA_023_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20091118T1240Z_023_EVENT_PUMP_DCM_(55m)_SEQ-(FeCl3)_W<0.22_E500000082	tara_20091118t1244z_023_event_cast	0.4886	P00DT01H07M	1	0.013	0.013	0.013	0.013	0.013	0.012	0.012	0.012	0.012	0.012	0.05	0.05	0.05	0.05	0.05	1.0505	1.0505	1.0505	1.0505	1.0505
TARA_A100001017	SAMEA2591119	ERS478030	TARA_030	TARA_20091215T1041Z_030_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_030_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20091215T1041Z_030_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_A100001017	tara_20091215t1339z_030_event_cast	6.638	P00DT02H55M	2	0	0	0.00125	0.0025	0.0025	0	0	0.00025	5.00E-04	5.00E-04	0.0455	0.0455	0.0455	0.0455	0.0455	0.814	0.814	0.816	0.818	0.818
TARA_E500000056	SAMEA2591097	ERS477992	TARA_023	TARA_20091118T0841Z_023_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_023_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20091118T0841Z_023_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_E500000056	tara_20091118t1244z_023_event_cast	3.2905	P00DT04H01M	2	0.0075	0.0075	0.009125	0.01075	0.01075	0.0105	0.0105	0.012	0.0135	0.0135	0.0335	0.0335	0.040875	0.04825	0.04825	1.35675	1.35675	1.372375	1.388	1.388
