Sample ID	Sample label (BioSample)	Sample label (BioArchive)	Sample label (ENA)	URL file	Campaign	Site label	Site number	Event	Device	Comment	URI	Date/Time	Latitude	Longitude	Date/Time 2	Latitude 2	Longitude 2	Depth	TZ	Local time	Country, closest	Country, distance	BG province, closest, abbrev	BG province, closest, desc	BG province, distance	LME, closest, desc	LME, distance	Locality, site	Locality, region	URL ref	Biome	Env feature	Material	Protocol Label	Quantity	Container	Content	Size-fraction, upper thresh	Size-fraction, lower thresh	Treatment, chemicals	Treatment, storage	Temp	Sal	pH	[PO4]3-	[NO3]-	POC	[NO2]-	DOC	Plank nano/micro	PAR	Cond	PP C	OXYGEN	PON	Plank meso/macro	Bact prod C	DON	[NH4]+	Si(OH)4	Turbidity	Fluorometer	Chl a
OSD54_2014-06-21_1m_NE08	SAMEA3275589	ABOKM79	ERS667607	https://www.ebi.ac.uk/ena/data/view/ERS667607	OSD-Jun-2014	OSD54	54	OSD54_20140621T1545Z	Bottle, Niskin 5-L	[OBJECTIVE: Sampling at 1m from floating dockat Dept.of Marine Resources, Maine][PLATFORM: Floating Dock][DEVICE REPORTED: Niskin][DESCRIPTION: not prefiltered]	http://store.pangaea.de/Projects/OSD_2014/OSD54_20140621T1545Z.pdf	2014-06-21T15:45	43.8444	-69.6409	2014-06-21T16:30	43.8444	-69.6409	1	UTC-05	21-06-2014T10:45:00	USA	189	NWCS	Coastal - NW Atlantic Shelves Province	0	Northeast U.S. Continental Shelf	0	Maine Booth Bay	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NE08	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	11.9	31																				
OSD54_2014-06-21_1m_NPL022	SAMEA3275588	ABOKL91	ERS667606	https://www.ebi.ac.uk/ena/data/view/ERS667606	OSD-Jun-2014	OSD54	54	OSD54_20140621T1545Z	Bottle, Niskin 5-L	[OBJECTIVE: Sampling at 1m from floating dockat Dept.of Marine Resources, Maine][PLATFORM: Floating Dock][DEVICE REPORTED: Niskin][DESCRIPTION: not prefiltered]	http://store.pangaea.de/Projects/OSD_2014/OSD54_20140621T1545Z.pdf	2014-06-21T15:45	43.8444	-69.6409	2014-06-21T16:30	43.8444	-69.6409	1	UTC-05	21-06-2014T10:45:00	USA	189	NWCS	Coastal - NW Atlantic Shelves Province	0	Northeast U.S. Continental Shelf	0	Maine Booth Bay	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	11.9	31																				
OSD55_2014-06-21_1m_NE08	SAMEA3275587	ABOKM80	ERS667605	https://www.ebi.ac.uk/ena/data/view/ERS667605	OSD-Jun-2014	OSD55	55	OSD55_20140621T1630Z	Bottle, Niskin 3-L	[OBJECTIVE: OSD sampling from Maine USA, Damariscotta River][PLATFORM: Floating Dock][DEVICE REPORTED: 3 L Niskin Bottle][DESCRIPTION: OSD 55 Maine Damariscotta River - Prokaryotic sample collection using 0.22 um sterivex cartridges]	http://store.pangaea.de/Projects/OSD_2014/OSD55_20140621T1630Z.pdf	2014-06-21T16:30	43.8604	-69.5781	2014-06-21T17:37	43.8604	-69.5781	1	UTC-05	21-06-2014T11:30:00	USA	0	NWCS	Coastal - NW Atlantic Shelves Province	0	Northeast U.S. Continental Shelf	758	Maine Damariscotta River	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NE08	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	12.5	32																				
OSD55_2014-06-21_1m_NPL022	SAMEA3275586	ABOKM64	ERS667604	https://www.ebi.ac.uk/ena/data/view/ERS667604	OSD-Jun-2014	OSD55	55	OSD55_20140621T1630Z	Bottle, Niskin 3-L	[OBJECTIVE: OSD sampling from Maine USA, Damariscotta River][PLATFORM: Floating Dock][DEVICE REPORTED: 3 L Niskin Bottle][DESCRIPTION: OSD 55 Maine Damariscotta River - Prokaryotic sample collection using 0.22 um sterivex cartridges]	http://store.pangaea.de/Projects/OSD_2014/OSD55_20140621T1630Z.pdf	2014-06-21T16:30	43.8604	-69.5781	2014-06-21T17:37	43.8604	-69.5781	1	UTC-05	21-06-2014T11:30:00	USA	0	NWCS	Coastal - NW Atlantic Shelves Province	0	Northeast U.S. Continental Shelf	758	Maine Damariscotta River	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	12.5	32																				
OSD56_2014-06-24_0m_NPL022	SAMEA3275585	ABOKL67	ERS667603	https://www.ebi.ac.uk/ena/data/view/ERS667603	OSD-Jun-2014	OSD56	56	OSD56_20140624T0720Z	Bucket, plastic	[OBJECTIVE: OSD][PLATFORM: boat][DEVICE REPORTED: acid washed bucket][DESCRIPTION: scooped surface water with acid washed bucket]	http://store.pangaea.de/Projects/OSD_2014/OSD56_20140624T0720Z.pdf	2014-06-24T07:20	21.2888	-156.86362	2014-06-24T07:20	21.2888	-156.86362	0	UTC-10	24-06-2014T21:20:00	USA	13169	NPTG	Trades - N. Pacific Tropical Gyre Province	0	Insular Pacific-Hawaiian	0	Hawaii Kakaako	North Pacific Ocean	http://marineregions.org/gazetteer.php?p=details&id=1908	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	26.06	35																				
OSD57_2014-06-24_0m_NPL022	SAMEA3275584	ABOKL64	ERS667602	https://www.ebi.ac.uk/ena/data/view/ERS667602	OSD-Jun-2014	OSD57	57	OSD57_20140624T0738Z	Bucket, plastic	[OBJECTIVE: OSD][PLATFORM: boat][DEVICE REPORTED: acid washed bucket][DESCRIPTION: scooped surface water with acid washed bucket]	http://store.pangaea.de/Projects/OSD_2014/OSD57_20140624T0738Z.pdf	2014-06-24T07:38	21.28656	-157.84351	2014-06-24T07:38	21.28656	-157.84351	0	UTC-10	24-06-2014T21:38:00	USA	0	NPTG	Trades - N. Pacific Tropical Gyre Province	0	Insular Pacific-Hawaiian	0	Hawaii Oahu	North Pacific Ocean	http://marineregions.org/gazetteer.php?p=details&id=1908	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	27.58	34																				
OSD58_2014-06-21_1m_NPL022	SAMEA3275583	ABOKM28	ERS667601	https://www.ebi.ac.uk/ena/data/view/ERS667601	OSD-Jun-2014	OSD58	58	OSD58_20140621T1530Z	Bottle, Niskin	[OBJECTIVE: time-series of coastal variability][PLATFORM: dock][DEVICE REPORTED: niskin bottle][DESCRIPTION: nothing additional]	http://store.pangaea.de/Projects/OSD_2014/OSD58_20140621T1530Z.pdf	2014-06-21T15:30	34.7181	-76.6707	2014-06-21T17:00	34.7181	-76.6707	1	UTC-05	21-06-2014T10:30:00	USA	0	NWCS	Coastal - NW Atlantic Shelves Province	0	Southeast U.S. Continental Shelf	0	PICO	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	estuarine biome (ENVO:1000020)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	25.8	35.8																		5.03	2.26	6.708
OSD6_2014-06-21_0m_NE08					OSD-Jun-2014	OSD6	6	OSD6_20140621T0930Z	Bucket, plastic	[OBJECTIVE: Sampling for OSD][PLATFORM: Not reported][DEVICE REPORTED: 1 bucket, CTD, radiometer][DESCRIPTION: sampling for OSD]	http://store.pangaea.de/Projects/OSD_2014/OSD6_20140621T0930Z.pdf	2014-06-21T10:30	41.6666	2.8	2014-06-21T11:30	41.6666	2.8	0	UTC+01	21-06-2014T10:30:00	ESP	932	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	0.004381688	Mediterranean Sea	0	Blanes	Balearic Sea	http://marineregions.org/gazetteer.php?p=details&id=3322	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NE08	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	20.66	37.83																				
OSD6_2014-06-21_0m_NPL022		ABOKM05	ERS667660	https://www.ebi.ac.uk/ena/data/view/ERS667660	OSD-Jun-2014	OSD6	6	OSD6_20140621T0930Z	Bucket, plastic	[OBJECTIVE: Sampling for OSD][PLATFORM: Not reported][DEVICE REPORTED: 1 bucket, CTD, radiometer][DESCRIPTION: sampling for OSD]	http://store.pangaea.de/Projects/OSD_2014/OSD6_20140621T0930Z.pdf	2014-06-21T10:30	41.6666	2.8	2014-06-21T11:30	41.6666	2.8	0	UTC+01	21-06-2014T10:30:00	ESP	932	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	0.004381688	Mediterranean Sea	0	Blanes	Balearic Sea	http://marineregions.org/gazetteer.php?p=details&id=3322	marine biome (ENVO:447)	coast (ENVO:303)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	20.66	37.83								2055											0.14	0.15
OSD60_2014-06-19_0.1m_NE08					OSD-Jun-2014	OSD60	60	OSD60_20140619T1545Z	Bottle, Nalgene 4-L	[OBJECTIVE: collect prokaryotic and eukaryotic DNA samples][PLATFORM: Not reported][DEVICE REPORTED: 4L sterile bottles][DESCRIPTION: Sampling for Ocean Sampling Day. We used Polycarbonate membrane filters with 47 mm in diameter]	http://store.pangaea.de/Projects/OSD_2014/OSD60_20140619T1545Z.pdf	2014-06-19T15:45	33.32306	-79.16763	2014-06-19T16:00	33.32306	-79.16763	0.1	UTC-05	19-06-2014T10:45:00	USA	90	NWCS	Coastal - NW Atlantic Shelves Province	0.00513785	Southeast U.S. Continental Shelf	841	South Carolina 2 - North Inlet	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NE08	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	27.77	35.13	7.92								53.34		5.51									
OSD60_2014-06-19_0.1m_NPL022	SAMEA3275582	ABOKM20	ERS667600	https://www.ebi.ac.uk/ena/data/view/ERS667600	OSD-Jun-2014	OSD60	60	OSD60_20140619T1545Z	Bottle, Nalgene 4-L	[OBJECTIVE: collect prokaryotic and eukaryotic DNA samples][PLATFORM: Not reported][DEVICE REPORTED: 4L sterile bottles][DESCRIPTION: Sampling for Ocean Sampling Day. We used Polycarbonate membrane filters with 47 mm in diameter]	http://store.pangaea.de/Projects/OSD_2014/OSD60_20140619T1545Z.pdf	2014-06-19T15:45	33.32306	-79.16763	2014-06-19T16:00	33.32306	-79.16763	0.1	UTC-05	19-06-2014T10:45:00	USA	90	NWCS	Coastal - NW Atlantic Shelves Province	0.00513785	Southeast U.S. Continental Shelf	841	South Carolina 2 - North Inlet	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome (ENVO:447)	coast (ENVO:303)	brackish water (ENVO:2019)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	27.77	35.13	7.92								53.34		5.51									
OSD61_2014-06-21_0.5m_NPL022	SAMEA3275581	ABOKL94	ERS667599	https://www.ebi.ac.uk/ena/data/view/ERS667599	OSD-Jun-2014	OSD61	61	OSD61_20140621T2108Z	Bucket, plastic	[OBJECTIVE: Sampling the surface water for microbial community characterization in the Vineyard Sound off a dock in Woods Hole, MA.][PLATFORM: Dock][DEVICE REPORTED: Bucket][DESCRIPTION: We filled ten 2L plastic containers containers with ocean surface water. We planned to filter 4 liters of ocean water through 5 different sterivex filters. The bucket and all plastic containers used for sampling were 10% HCl acid washed and were rinsed with DI water before sampling.]	http://store.pangaea.de/Projects/OSD_2014/OSD61_20140621T2108Z.pdf	2014-06-21T21:08	41.524467	-70.672174	2014-06-21T21:43	41.524467	-70.672174	0.5	UTC-05	21-06-2014T16:08:00	USA	0	NWCS	Coastal - NW Atlantic Shelves Province	0	Northeast U.S. Continental Shelf	0	Vineyard Sound	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	19.2	30.7											7.38									
OSD62_2014-06-21_0.2m_NPL022	SAMEA3275580	ABOKL62	ERS667598	https://www.ebi.ac.uk/ena/data/view/ERS667598	OSD-Jun-2014	OSD62	62	OSD62_20140621T1000Z	Bottle, Nalgene 10-L	[OBJECTIVE: surface seawater microbiome in Menai Straits][PLATFORM: Floating pier][DEVICE REPORTED: 10 L polypropylene bottles, thermometer, refractometer][DESCRIPTION: surface water from Menai Straits]	http://store.pangaea.de/Projects/OSD_2014/OSD62_20140621T1000Z.pdf	2014-06-21T10:00	53.225417	-4.159028	2014-06-21T10:02	53.225417	-4.159028	0.2	UTC+00	21-06-2014T10:00:00	GBR	0	NECS	Coastal - NE Atlantic Shelves Province	0.001030609	Celtic-Biscay Shelf	0	Manai Straits	Irish Sea and St. George's Channel	http://marineregions.org/gazetteer.php?p=details&id=2357	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	16	34																				
OSD63_2014-06-20_0m_NPL022	SAMEA3275579	ABOKM34	ERS667597	https://www.ebi.ac.uk/ena/data/view/ERS667597	OSD-Jun-2014	OSD63	63	OSD63_20140620T1130Z	Bottle, unknown 5-L	[OBJECTIVE: Ocean Sampling Day June 2014][PLATFORM: CNR LITUS BOAT][DEVICE REPORTED: 5 LT bottle][DESCRIPTION: Each replicate was composed by 4 sub-replicates (i.e., 4 sterivex, in order to reach a filtered volume of about 5 lt per replicate). Thus, we have a total of 16 sterivex sent (4 per replicate, one sampling site).]	http://store.pangaea.de/Projects/OSD_2014/OSD63_20140620T1130Z.pdf	2014-06-20T11:30	45.31435	12.508317	2014-06-20T13:30	45.31435	12.508317	0	UTC+01	20-06-2014T12:30:00	ITA	13918	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	0	Mediterranean Sea	0	Venice Acqua Alta	Adriatic Sea	http://marineregions.org/gazetteer.php?p=details&id=3314	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	21.781	32.768	8.65	0.06	6.17		0.17				46.894		302.7					0.6	5.52	2.77	0.34	0.93
OSD64_2014-06-21_1m_NPL022	SAMEA3275578	ABOKL73	ERS667596	https://www.ebi.ac.uk/ena/data/view/ERS667596	OSD-Jun-2014	OSD64	64	OSD64_20140621T0930Z	Bottle, Nansen	[OBJECTIVE: OSD in the bay of Odessa, Black Sea, Ukraine][PLATFORM: UOA-7119PM171G][DEVICE REPORTED: Nansen bottle][DESCRIPTION: Surface water]	http://store.pangaea.de/Projects/OSD_2014/OSD64_20140621T0930Z.pdf	2014-06-21T09:30	46.44155	30.77595	2014-06-21T10:30	46.44155	30.77595	1	UTC+02	21-06-2014T11:30:00	UKR	145	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	0.014678129	Black Sea	1258	Odessa	Black Sea	http://marineregions.org/gazetteer.php?p=details&id=3319	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	20.3	17.63	8.4	1	1		2				32.2							1				
OSD65_2014-06-20_0.1m_NPL022	SAMEA3275577	ABOKL56	ERS667595	https://www.ebi.ac.uk/ena/data/view/ERS667595	OSD-Jun-2014	OSD65	65	OSD65_20140620T2230Z	Bottle, unknown	[OBJECTIVE: collect water samples for microbial analysis.][PLATFORM: Boat][DEVICE REPORTED: Sterilised wine bottle][DESCRIPTION: Surface seawater sample.]	http://store.pangaea.de/Projects/OSD_2014/OSD65_20140620T2230Z.pdf	2014-06-20T22:30	-36.292794	174.818567	2014-06-20T22:50	-36.292794	174.818567	0.1	UTC+12	20-06-2014T10:30:00	NZL	575	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	0	New Zealand Shelf	198	Leigh Marine Laboratory (NZ)	South Pacific Ocean	http://marineregions.org/gazetteer.php?p=details&id=1910	marine biome (ENVO:447)	surface water (ENVO:2042)	coastal sea water (ENVO:2150)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	16	34	8.34		1.1		0.17											0.3				
OSD69_2014-06-21_0m_NPL022	SAMEA3275576	ABOKM43	ERS667594	https://www.ebi.ac.uk/ena/data/view/ERS667594	OSD-Jun-2014	OSD69	69	OSD69_20140621T1508Z	Bottle, unknown 10-L	[OBJECTIVE: OSD samplig][PLATFORM: UNIPD Boat][DEVICE REPORTED: 10 L bottle][DESCRIPTION: The Label field reflects the sample title reported on the filter itself: each filter has this label with a progressive number according to the list of filters reported here]	http://store.pangaea.de/Projects/OSD_2014/OSD69_20140621T1508Z.pdf	2014-06-21T15:08	45.4568	12.2605	2014-06-21T15:11	45.4568	12.2605	0	UTC+01	21-06-2014T16:08:00	ITA	0	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	0.010879246	Mediterranean Sea	16	Marghera	Adriatic Sea	http://marineregions.org/gazetteer.php?p=details&id=3314	mediterranean sea biome (ENVO:1000047)	lagoon (ENVO:38)	brackish water (ENVO:2019)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	25.7	29.41	7.83	0.24	7.69		0.37						5.01					1.94	14.07			4.11
OSD7_2014-06-21_0.1m_NPL022	SAMEA3275638	ABOKL89	ERS667659	https://www.ebi.ac.uk/ena/data/view/ERS667659	OSD-Jun-2014	OSD7	7	OSD7_20140621T2000Z		[OBJECTIVE: Longterm coral reef monitoring programm at the Tiahura reef, Moorea, FRENCH Polynesia ][PLATFORM: none][DEVICE REPORTED: none][DESCRIPTION: none]	http://store.pangaea.de/Projects/OSD_2014/OSD7_20140621T2000Z.pdf	2014-06-21T20:00	-17.2894	-149.53985	2014-06-21T20:15	-17.2894	-149.53985	0.1	UTC-10	21-06-2014T10:00:00	PYF	23919	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	0			Moorea - Tiahura			marine reef biome (ENVO:1000029)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	27	37									55.7											
OSD70_2014-06-21_0m_NPL022	SAMEA3275575	ABOKM59	ERS667593	https://www.ebi.ac.uk/ena/data/view/ERS667593	OSD-Jun-2014	OSD70	70	OSD70_20140621T1111Z	Bottle, unknown 10-L	[OBJECTIVE: OSD sampling][PLATFORM: UNIPD Boat][DEVICE REPORTED: 10 L bottle][DESCRIPTION: The Label field reflects the sample title reported on the filter itself: each filter has this label with a progressive number according to the list of filter reported here]	http://store.pangaea.de/Projects/OSD_2014/OSD70_20140621T1111Z.pdf	2014-06-21T11:11	45.4142	12.4378	2014-06-21T11:13	45.4142	12.4378	0	UTC+01	21-06-2014T12:11:00	ITA	1547	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	0	Mediterranean Sea	0	Lido	Adriatic Sea	http://marineregions.org/gazetteer.php?p=details&id=3314	mediterranean sea biome (ENVO:1000047)	coastal inlet (ENVO:137)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	23.4	31.67	8.24	0.145	3.81		0.35						5.47					3.81	12.96			2.62
OSD71_2014-06-21_0m_NE08					OSD-Jun-2014	OSD71	71	OSD71_20140621T2335Z	Bucket, plastic	[OBJECTIVE: We collected samples for prokaryotes and eukaryotes in one sampling site located in the waters of the South Pacific, offshore of Otago Peninsula. This region has been continuously monitored for more than in decade via a regular (bi)monthly sampling, but mainly colecting physicochemical data][PLATFORM: research vessel, BERYL BREWIN][DEVICE REPORTED: Bucket and Horiba U-50 Multiparameter][DESCRIPTION: Surface water from Otago coastal waters]	http://store.pangaea.de/Projects/OSD_2014/OSD71_20140621T2335Z.pdf	2014-06-20T23:35	-45.7442	170.7706	2014-06-20T23:45	-45.7442	170.7706	0	UTC+12	21-06-2014T11:35:00	NZL	4621	NEWZ	Coastal - New Zealand Coastal Province	0	New Zealand Shelf	0	Otago	South Pacific Ocean	http://marineregions.org/gazetteer.php?p=details&id=1910	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NE08	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	10.99	35.2	8.35																			
OSD71_2014-06-21_0m_NPL022	SAMEA3275574	ABOKM01	ERS667592	https://www.ebi.ac.uk/ena/data/view/ERS667592	OSD-Jun-2014	OSD71	71	OSD71_20140621T2335Z	Bucket, plastic	[OBJECTIVE: We collected samples for prokaryotes and eukaryotes in one sampling site located in the waters of the South Pacific, offshore of Otago Peninsula. This region has been continuously monitored for more than in decade via a regular (bi)monthly sampling, but mainly colecting physicochemical data][PLATFORM: research vessel, BERYL BREWIN][DEVICE REPORTED: Bucket and Horiba U-50 Multiparameter][DESCRIPTION: Surface water from Otago coastal waters]	http://store.pangaea.de/Projects/OSD_2014/OSD71_20140621T2335Z.pdf	2014-06-20T23:35	-45.7442	170.7706	2014-06-20T23:45	-45.7442	170.7706	0	UTC+12	21-06-2014T11:35:00	NZL	4621	NEWZ	Coastal - New Zealand Coastal Province	0	New Zealand Shelf	0	Otago	South Pacific Ocean	http://marineregions.org/gazetteer.php?p=details&id=1910	neritic epipelagic zone biome (ENVO:1000042)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	10.99	35.2	8.35								54.5		9.05									1.7
OSD72_2014-06-21_0.8m_NE08	SAMEA3275572		ERS667590	https://www.ebi.ac.uk/ena/data/view/ERS667590	OSD-Jun-2014	OSD72	72	OSD72_20140621T0912Z	Bottle, Niskin 10-L	[OBJECTIVE: Monthly sampling at Boknis Eck began on 30 April 1957. Thus, Boknis Eck is one of the oldest - still operated - time series sites worldwide.][PLATFORM: RV Lttorina][DEVICE REPORTED: CTD with Niskin bottle rossette and single Niskin bottles (10l)][DESCRIPTION: surface seawater samples ]	http://store.pangaea.de/Projects/OSD_2014/OSD72_20140621T0912Z.pdf	2014-06-21T09:12	54.8333	10	2014-06-21T09:23	54.8333	10	0.8	UTC+01	21-06-2014T10:12:00	DNK	2504	NECS	Coastal - NE Atlantic Shelves Province	0	Baltic Sea	0	Boknis Eck	Kattegat	http://marineregions.org/gazetteer.php?p=details&id=2374	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NE08	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	13.994	14.253	7.01	0.03	0.03		0.07				19.853		9.426					0.06	5.95			
OSD72_2014-06-21_0.8m_NPL022	SAMEA3275573	ABOKL70	ERS667591	https://www.ebi.ac.uk/ena/data/view/ERS667591	OSD-Jun-2014	OSD72	72	OSD72_20140621T0912Z	Bottle, Niskin 10-L	[OBJECTIVE: Monthly sampling at Boknis Eck began on 30 April 1957. Thus, Boknis Eck is one of the oldest - still operated - time series sites worldwide.][PLATFORM: RV Lttorina][DEVICE REPORTED: CTD with Niskin bottle rossette and single Niskin bottles (10l)][DESCRIPTION: surface seawater samples ]	http://store.pangaea.de/Projects/OSD_2014/OSD72_20140621T0912Z.pdf	2014-06-21T09:12	54.8333	10	2014-06-21T09:23	54.8333	10	0.8	UTC+01	21-06-2014T10:12:00	DNK	2504	NECS	Coastal - NE Atlantic Shelves Province	0	Baltic Sea	0	Boknis Eck	Kattegat	http://marineregions.org/gazetteer.php?p=details&id=2374	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	13.994	14.253	7.01	0.03	0.03		0.07				19.853		9.426					0.06	5.95			
OSD73_2014-06-21_1m_NPL022	SAMEA3275571	ABOKL69	ERS667589	https://www.ebi.ac.uk/ena/data/view/ERS667589	OSD-Jun-2014	OSD73	73	OSD73_20140621T1115Z	Bucket, plastic	[OBJECTIVE: Investigate Ocean Microbial Diversity][PLATFORM: None][DEVICE REPORTED: Acide Washed Bucket][DESCRIPTION: Mouth of Lima estuary_Surface Water]	http://store.pangaea.de/Projects/OSD_2014/OSD73_20140621T1115Z.pdf	2014-06-21T11:15	41.6835	-8.8341	2014-06-21T11:29	41.6835	-8.8341	1	UTC+00	21-06-2014T11:15:00	PRT	315	CNRY	Coastal - Canary Coastal Province (EACB)	0.014834142	Iberian Coastal	79	Lima Estuary	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	estuarine biome (ENVO:1000020)	surface water (ENVO:2042)	coastal sea water (ENVO:2150)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	18.4	32.3	8.25	3.52	12.16	6830	0						8.03					1.38	12.08			
OSD74_2014-06-21_1m_NPL022	SAMEA3275570	ABOKL86	ERS667588	https://www.ebi.ac.uk/ena/data/view/ERS667588	OSD-Jun-2014	OSD74	74	OSD74_20140621T1115Z	Bucket, plastic	[OBJECTIVE: Investigate Ocean Microbial Diversity][PLATFORM: none][DEVICE REPORTED: Acid washed bucket][DESCRIPTION: Surface Water]	http://store.pangaea.de/Projects/OSD_2014/OSD74_20140621T1115Z.pdf	2014-06-21T11:15	41.1416	-8.6668	2014-06-21T12:00	41.1416	-8.6668	1	UTC+00	21-06-2014T11:15:00	PRT	387	CNRY	Coastal - Canary Coastal Province (EACB)	0.02567392	Iberian Coastal	0	Douro Estuary	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	estuarine biome (ENVO:1000020)	surface water (ENVO:2042)	coastal sea water (ENVO:2150)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	20.2	13.75	7.83	3.96	58.92	3000	1.18						9.08					7.24	21.17			
OSD76_2014-06-20_0.5m_NE08	SAMEA3275569	ABOKM84	ERS667587	https://www.ebi.ac.uk/ena/data/view/ERS667587	OSD-Jun-2014	OSD76	76	OSD76_20140620T0915Z	Bucket, plastic 10-L	[OBJECTIVE: Metagenomic research on seawater of the NW Adriatic Sea][PLATFORM: Athena Research  Vessel_Urbino University_Italy][DEVICE REPORTED: tank/CTD][DESCRIPTION: Three samples]	http://store.pangaea.de/Projects/OSD_2014/OSD76_20140620T0915Z.pdf	2014-06-20T09:15	43.9475	12.935	2014-06-20T10:30	43.9475	12.935	0.5	UTC+01	20-06-2014T10:15:00								Foglia	Adriatic Sea	http://marineregions.org/gazetteer.php?p=details&id=3314				NE08	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided																						
